customerID,Gender,Senior Citizen,Marital Status,Dependents,tenure in months,Priority Account,Credit Cards,Loan Account,Netbanking,Debit Card,MobileApp,TechSupport Availed,Zero Balance Account,FDs,Interest Deposited,Paperless Banking,Monthly Average Balance (USD),Yearly Average Balance (USD),Churn,Customer Feedback,Category,Recommendation
7706-DZNKK,Male,0,No,No,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.45,237.3,No,The branch is always very crowded.,Branch Service,
8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,general loan,No,Yes,No,No,,No,One year,No,49.55,475.7,No,I am happy with the fixed deposit tenure options.,Fixed Deposit,
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,19.25,19.25,No,Can I set up direct deposit to my Savings Account?,Savings Account,
5229-DTFYB,Female,0,No,No,41,Yes,No,top up loan,No,Yes,No,Yes,Yes,Yes,Two year,Yes,98.8,3959.15,No,The loan interest rate was increased without any prior notice.,Loans,
8266-VBFQL,Male,0,No,No,4,Yes,No,top up loan,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,90.4,356.65,No,What is the maximum loan amount I can apply for?,Loans,
1996-DBMUS,Female,1,Yes,No,48,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70.65,3545.05,No,The customer support for Debit Card issues is very efficient.,Debit Cards,
7783-YKGDV,Female,0,No,No,12,Yes,Yes,top up loan,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,99.7,1238.45,Yes,The loan prepayment charges are too high.,Loans,
0229-LFJAF,Male,0,No,No,72,Yes,Yes,general loan,Yes,Yes,Yes,Yes,No,No,Two year,No,69.65,4908.25,No,I was charged an incorrect fee on my Savings Account.,Savings Account,
5076-YVXCM,Male,0,No,No,51,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,83.4,4149.45,No,The cashback offers on Credit Cards are very attractive.,Credit Cards,
9167-APMXZ,Female,0,No,No,22,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,84.15,1821.95,No,The loan interest rates are not competitive.,Loans,
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,One year,Yes,19.2,161.95,No,The Current Account mobile app is very user-friendly.,Current Account,
7156-MXBJE,Female,0,No,No,43,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,One year,No,85.1,3662.25,No,How can I transfer money from my Current Account?,Current Account,
2519-ERQOJ,Male,1,No,No,33,No,No,general loan,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,54.6,1803.7,No,I am happy with the cashback offers on my Credit Card.,Credit Card,
6207-WIOLX,Female,0,Yes,Yes,25,No,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,58.6,1502.65,Yes,The loan documentation process is very complicated.,Loans,
8098-TDCBU,Female,0,Yes,No,42,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.25,1108.2,No,How do I get a Savings Account statement by branch visit?,Savings Account,
6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,general loan,Yes,Yes,Yes,Yes,No,No,One year,No,66.15,1874.45,No,My Current Account statements are very hard to understand.,Current Account,
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,84.2,5324.5,No,Can I increase my Credit Card limit?,Credit Card,
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,114.65,6049.5,No,The Savings Account minimum balance requirement is very low.,Savings Account,
3729-OWRVL,Male,1,No,No,65,Yes,Yes,top up loan,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,110.35,7246.15,No,The process of changing my Debit Card PIN was very simple.,Debit Cards,
9548-LIGTA,Male,0,Yes,No,61,Yes,No,general loan,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,81.05,4747.65,No,The branch staff are not helpful.,Branch Service,
9448-REEVD,Male,0,Yes,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,44.7,44.7,Yes,The loan interest rate was increased without any prior notice.,Loans,
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.05,5624.85,Yes,The branch is not accessible for disabled customers.,Branch Service,
6103-BOCOU,Female,0,No,No,26,Yes,Yes,top up loan,No,No,Yes,No,No,No,Month-to-month,Yes,80.7,2193,No,There are too many hidden fees in my Savings Account.,Savings Account,
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,81.95,1181.75,No,The Credit Card customer service is very responsive.,Credit Card,
9092-GDZKO,Male,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,24.85,493.4,No,The ATM fees are too high.,ATM Service,
4676-MQUEA,Male,1,Yes,No,50,Yes,Yes,top up loan,Yes,Yes,Yes,No,Yes,No,One year,Yes,101.9,5265.5,No,The customer service for Savings Accounts is excellent.,Savings Account,
3351-NGXYI,Female,1,No,No,16,Yes,Yes,general loan,Yes,No,No,No,No,No,Month-to-month,Yes,54.1,889,No,The interest rate on my Credit Card is very reasonable.,Credit Cards,
0379-DJQHR,Male,0,Yes,Yes,67,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,81.35,5398.6,No,Can I get a Credit Card statement by email?,Credit Cards,
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,19.75,1124.2,No,What is the interest rate for an Education Loan?,Loans,
9231-ZJYAM,Female,1,No,No,4,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,78.85,292.8,Yes,The bank's online customer service chat is not helpful.,General,
0067-DKWBL,Male,1,No,No,2,Yes,No,general loan,Yes,No,No,No,No,No,Month-to-month,Yes,49.25,91.1,Yes,The bank's customer service is not helpful at all.,General,
5628-RKIFK,Female,1,No,No,49,Yes,Yes,top up loan,Yes,No,No,No,Yes,Yes,Month-to-month,No,101.55,5070.4,No,The online banking interface is very user-friendly.,Online Banking,
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Two year,Yes,62.8,2278.75,No,The Debit Card issuance process is very slow.,Debit Cards,
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,general loan,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,67.45,4508.65,No,The Current Account management is very convenient.,Current Account,
5686-CMAWK,Male,0,No,No,17,Yes,Yes,top up loan,No,No,Yes,Yes,No,No,One year,No,86.75,1410.25,No,Can I use my Debit Card for recurring payments?,Debit Cards,
2863-IMQDR,Female,0,No,No,61,Yes,Yes,general loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,89.65,5308.7,No,How do I set up automatic payments from my Current Account?,Current Account,
5898-IGSLP,Male,0,Yes,Yes,31,Yes,Yes,top up loan,Yes,No,Yes,Yes,No,No,Month-to-month,No,89.3,2823,No,The Savings Account interest rates are very competitive.,Savings Account,
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,top up loan,No,Yes,No,No,No,Yes,Month-to-month,Yes,89.85,4925.35,No,The bank's website is very difficult to navigate.,General,
9848-JQJTX,Male,0,No,No,72,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,Yes,100.9,7459.05,No,The Credit Card travel benefits are very good.,Credit Card,
5787-KXGIY,Male,0,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,19.3,1304.8,No,I am satisfied with the security features of online banking.,Online Banking,
7799-LGRDP,Female,0,No,No,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,25.7,1188.2,No,The mobile banking app does not support my device.,Mobile Banking,
5709-LVOEQ,Female,0,Yes,Yes,0,Yes,No,general loan,Yes,Yes,Yes,No,Yes,Yes,Two year,No,80.85, ,No,The Savings Account interest rates are very low compared to other banks.,Savings Account,
6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,No,No,Yes,Yes,One year,Yes,104.15,7303.05,No,The branch does not have enough seating.,Branch Service,
2732-ISEZX,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.5,104.3,No,The online banking interface is very user-friendly.,Online Banking,
6371-NZYEG,Male,0,Yes,Yes,16,Yes,No,general loan,Yes,No,Yes,No,Yes,No,Two year,No,64.25,1024,No,The branch does not have enough staff.,Branch Service,
9286-BHDQG,Male,0,Yes,Yes,72,No,No,general loan,Yes,Yes,Yes,Yes,No,No,Two year,No,45.25,3139.8,No,The Current Account management is very convenient.,Current Account,
6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,general loan,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,69.5,1752.65,No,What is the eligibility for a Home Loan?,Loans,
3179-GBRWV,Male,1,Yes,No,21,Yes,No,general loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,64.95,1339.8,No,The customer service for Debit Cards is very helpful.,Debit Cards,
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,general loan,Yes,No,No,Yes,Yes,Yes,One year,Yes,74.7,3187.65,No,The customer support for Debit Card issues is very efficient.,Debit Cards,
5016-IBERQ,Male,0,Yes,No,23,Yes,Yes,top up loan,No,Yes,Yes,No,No,No,Month-to-month,No,84.25,1968.1,No,The bank's helpline is always available.,General,
8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,top up loan,No,No,Yes,No,No,Yes,One year,No,86.45,2538.05,No,The branch does not have enough staff.,Branch Service,
2034-GDRCN,Female,0,No,No,2,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,90.4,168.2,Yes,The interest rates on my Savings Account are too low.,Savings Account,
8374-UULRV,Male,0,No,No,72,Yes,Yes,general loan,Yes,Yes,No,Yes,Yes,Yes,Two year,No,86.05,6309.65,No,Can I apply for a loan online?,Loans,
0259-GBZSH,Male,0,No,No,2,Yes,Yes,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,85.65,181.5,Yes,The loan interest rates are too high.,Loans,
6614-FHDBO,Male,0,No,No,72,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,109.2,7878.3,No,The Current Account balance alerts are very helpful.,Current Account,
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,113.3,5032.25,No,My Debit Card was declined.,Debit Card,
5605-IYGFG,Female,0,No,No,7,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,69.85,515.45,No,How do I link my Savings Account to my mobile number?,Savings Account,
2604-IJPDU,Female,0,Yes,No,20,Yes,No,top up loan,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,96.55,1901.65,No,The online banking system is always down.,General,
1456-TWCGB,Male,0,No,No,4,Yes,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,49.25,208.45,No,The Current Account mobile app is very user-friendly.,Current Account,
5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,108.45,7076.35,No,The interest rates on my Savings Account are very competitive.,Savings Account,
7293-LSCDV,Female,0,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,19.25,1103.25,No,How do I change my Current Account type?,Current Account,
0730-KOAVE,Male,0,No,No,30,Yes,Yes,top up loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,94.3,2679.7,No,The process of opening a Savings Account was very smooth and quick.,Savings Account,
6231-WFGFH,Male,0,Yes,Yes,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,20.5,77.6,No,The process of getting a new Debit Card is very tedious.,Debit Cards,
8677-HDZEE,Female,0,No,No,56,Yes,Yes,top up loan,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,105.45,5916.95,No,The loan disbursement process is very slow.,Loans,
5122-CYFXA,Female,0,No,No,3,Yes,No,general loan,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,75.3,244.1,No,What is the process for closing my account?,General,
2804-ETQDK,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,20.55,1357.1,No,How do I open a Current Account for my business?,Current Account,
7251-LJBQN,Female,1,No,No,40,Yes,Yes,top up loan,No,No,Yes,Yes,Yes,Yes,One year,Yes,103.75,4188.4,No,The loan prepayment charges are too high.,Loans,
3410-YOQBQ,Female,0,No,No,31,Yes,No,general loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,79.2,2497.2,No,The interest rate on my Credit Card is very reasonable.,Credit Cards,
9947-OTFQU,Male,1,No,No,15,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,Yes,74.4,1074.3,Yes,The ATM network is very unreliable.,ATM Service,
6007-TCTST,Female,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,115.8,8476.5,No,The loan officers are very knowledgeable and helpful.,Loans,
0526-SXDJP,Male,0,Yes,No,72,No,No,general loan,Yes,Yes,Yes,No,No,No,Two year,No,42.1,2962,No,The loan repayment process is very confusing.,Loans,
4541-RMRLG,Male,0,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.25,112.3,Yes,The Credit Card billing process is confusing.,Credit Card,
5791-KAJFD,Female,0,Yes,Yes,56,Yes,Yes,general loan,Yes,No,Yes,No,No,Yes,One year,Yes,68.75,3808,No,The credit limit increase process is very quick.,Credit Cards,
3413-BMNZE,Male,1,No,No,1,Yes,No,general loan,No,No,No,No,No,No,Month-to-month,No,45.25,45.25,No,I am not satisfied with the customer support for Credit Card issues.,Credit Cards,
8728-SKJLR,Male,0,No,No,41,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,Yes,74.25,3089.1,No,How do I get a bank guarantee from my Current Account?,Current Account,
5844-QVTAT,Female,0,Yes,Yes,33,Yes,No,general loan,Yes,Yes,Yes,No,No,No,One year,Yes,58.45,1955.4,No,I am satisfied with the easy fund transfer from my Current Account.,Current Account,
4883-KCPZJ,Female,0,Yes,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,25.25,555.4,No,The loan officers were not very knowledgeable.,Loans,
7538-GWHML,Female,0,No,No,2,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,69.65,145.15,Yes,The mobile banking app crashes frequently.,Mobile Banking,
2682-KEVRP,Female,1,No,No,22,Yes,No,No,No,No,No,No,No,No,One year,Yes,20.05,417,No,The Savings Account customer service is very reliable.,Savings Account,
0230-WEQUW,Male,0,Yes,No,66,No,No,general loan,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,56.6,3789.2,No,Can I increase the limit on my Credit Card?,Credit Cards,
4080-IIARD,Female,0,Yes,No,13,Yes,Yes,general loan,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,76.2,981.45,No,The loan repayment terms are very flexible.,Loans,
1066-JKSGK,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,20.15,20.15,Yes,The Debit Card delivery is very delayed.,Debit Card,
7945-HLKEA,Female,0,No,No,60,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,One year,No,64.75,4039.5,No,The bank's fraud protection services are very effective.,General,
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.8,3437.5,No,I am happy with the reward points on my Credit Card.,Credit Card,
5183-SNMJQ,Male,0,No,No,10,Yes,No,top up loan,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,95.1,865.1,No,The mobile banking app does not have enough features.,Mobile Banking,
0280-XJGEX,Male,0,No,No,49,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.7,5036.3,Yes,The Savings Account interest rates are too low.,Savings Account,
5760-WRAHC,Female,1,No,No,22,Yes,No,general loan,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,69.75,1545.4,No,Can I get a Car Loan?,Loans,
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,74.45,1145.7,Yes,The loan processing time is too long.,Loans,
2040-OBMLJ,Male,0,No,No,31,Yes,Yes,top up loan,No,No,No,Yes,No,No,One year,No,81.7,2548.65,No,What is the loan application status check process?,Loans,
8665-UTDHZ,Male,0,Yes,Yes,1,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,No,30.2,30.2,Yes,The loan documentation process is very complicated.,Loans,
6103-LIANB,Male,0,Yes,Yes,59,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Two year,Yes,99.5,5861.75,No,Can I open multiple Current Accounts?,Current Account,
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,114.05,8468.2,No,I am satisfied with the easy access to my Current Account.,Current Account,
4549-ZDQYY,Female,0,No,No,52,Yes,No,general loan,Yes,No,Yes,Yes,No,No,One year,No,57.95,3042.25,No,The process of changing my Debit Card PIN was very simple.,Debit Cards,
8637-XJIVR,Female,0,No,No,12,Yes,Yes,top up loan,Yes,No,No,No,No,No,Month-to-month,Yes,78.95,927.35,Yes,The loan documentation process is cumbersome.,Loans,
2469-DTSGX,Female,1,No,No,72,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,Two year,No,111.65,7943.45,No,I had a hard time disputing a charge on my Credit Card.,Credit Cards,
0104-PPXDV,Male,0,Yes,No,58,Yes,No,general loan,No,No,Yes,No,No,No,One year,No,50.3,2878.55,No,Can I get a Loan for home renovation?,Loans,
3071-VBYPO,Male,0,Yes,Yes,3,Yes,No,top up loan,Yes,Yes,No,No,Yes,No,Month-to-month,No,89.85,248.4,No,How can I update my address in the bank records?,General,
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,general loan,No,Yes,No,No,No,No,Month-to-month,No,56.6,2379.1,No,The Debit Card PIN reset process is very confusing.,Debit Card,
6859-QNXIQ,Female,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,113.1,8248.5,No,The Savings Account minimum balance requirement is very low.,Savings Account,
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.5,4707.1,No,I forgot my Debit Card PIN.,Debit Card,
6778-YSNIH,Female,0,No,No,2,Yes,No,general loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,59,114.15,No,I need information on the minimum balance requirement for Current Accounts.,Current Account,
8012-SOUDQ,Female,1,No,No,43,Yes,Yes,top up loan,No,Yes,No,No,Yes,No,Month-to-month,Yes,90.25,3838.75,No,The fixed deposit rates are not competitive.,Fixed Deposit,
2840-XANRC,Male,1,Yes,No,24,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,93.15,2231.05,Yes,The branch does not have enough seating.,Branch Service,
9323-HGFWY,Female,0,Yes,No,27,Yes,No,top up loan,Yes,No,No,Yes,Yes,Yes,One year,Yes,101.9,2681.15,No,The cashback offers on Credit Cards are very attractive.,Credit Cards,
0823-HSCDJ,Male,1,No,No,52,No,No,general loan,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,49.15,2550.9,Yes,The loan prepayment charges are too high.,Loans,
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,top up loan,No,No,No,No,No,No,Month-to-month,Yes,73.15,1305.95,No,The loan documentation process is very cumbersome.,Loans,
5299-RULOA,Female,0,Yes,Yes,10,Yes,Yes,top up loan,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,100.25,1064.65,Yes,The mobile banking app does not support multiple accounts.,Mobile Banking,
9305-CDSKC,Female,0,No,No,8,Yes,Yes,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,99.65,820.5,Yes,The branch does not have enough seating.,Branch Service,
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,No,One year,Yes,94.9,4422.95,No,The loan processing time is too long.,Loans,
5150-LJNSR,Male,0,Yes,Yes,31,Yes,Yes,top up loan,Yes,No,Yes,No,Yes,No,One year,No,98.05,3082.1,No,The Debit Card was delivered quickly.,Debit Card,
5168-MQQCA,Female,0,Yes,No,72,Yes,Yes,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,108.5,8003.8,No,My Debit Card is not recognized by the ATM.,Debit Card,
6388-TABGU,Male,0,No,Yes,62,Yes,No,general loan,Yes,Yes,No,No,No,No,One year,No,56.15,3487.95,No,The mobile banking app crashes frequently.,Mobile Banking,
4250-WAROZ,Male,1,Yes,Yes,60,Yes,Yes,top up loan,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,93.25,5774.55,No,My Current Account transactions are often delayed.,Current Account,
3487-EARAT,Female,0,Yes,Yes,70,Yes,No,general loan,Yes,Yes,Yes,Yes,No,Yes,One year,No,74.1,5222.3,No,The credit limit on my Credit Card is too low.,Credit Cards,
7563-BIUPC,Male,0,No,No,5,Yes,No,top up loan,No,No,No,No,Yes,No,Month-to-month,Yes,80.6,415.55,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
4636-QRJKY,Female,0,Yes,Yes,6,Yes,Yes,top up loan,No,No,No,Yes,No,No,Month-to-month,Yes,80.5,502.85,Yes,The Debit Card delivery is very delayed.,Debit Card,
1038-ZAGBI,Female,0,Yes,Yes,12,Yes,No,No,No,No,No,No,No,No,One year,No,19.8,229.6,Yes,I faced several issues while transferring money from my Current Account.,Current Account,
5146-CBVOE,Female,0,No,No,16,Yes,No,top up loan,No,Yes,No,No,No,No,Month-to-month,No,75.1,1212.85,No,The loan interest rates are too high.,Loans,
7674-YTAFD,Female,0,No,No,33,Yes,No,top up loan,No,Yes,No,Yes,No,No,One year,Yes,79.95,2684.85,No,The online banking customer support is very helpful.,Online Banking,
8313-NDOIA,Female,0,No,No,24,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,104.15,2494.65,No,Is there a penalty for withdrawing from my Savings Account early?,Savings Account,
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,19.75,1375.4,No,The branch has a very long wait time.,Branch Service,
3027-ZTDHO,Male,0,No,No,1,Yes,No,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,89.9,89.9,Yes,The Current Account maintenance charges are too high.,Current Account,
0486-LGCCH,Male,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Two year,No,19.65,225.75,No,The loan officers are very knowledgeable and helpful.,Loans,
5046-NUHWD,Female,1,Yes,No,29,No,No,general loan,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,45,1228.65,No,I am happy with the prompt service from customer support.,Customer Support,
4795-UXVCJ,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,One year,No,19.8,457.3,No,The Credit Card cashback offers are very good.,Credit Card,
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.9,1195.25,No,The Credit Card travel benefits are very good.,Credit Card,
1347-KTTTA,Male,0,Yes,No,64,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,102.45,6654.1,No,The fixed deposit maturity process is very efficient.,Fixed Deposit,
6464-KEXXH,Male,0,No,No,8,No,No,general loan,No,No,No,No,No,No,Month-to-month,Yes,25.25,186.3,No,My Debit Card is not working at POS terminals.,Debit Card,
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,top up loan,No,No,No,No,No,Yes,Month-to-month,No,86.8,1975.85,No,The loan disbursement process is very slow.,Loans,
6778-JFCMK,Male,0,No,No,24,No,No,general loan,Yes,No,No,No,Yes,Yes,One year,Yes,50.6,1288.75,No,The bank's customer service is not helpful at all.,General,
0207-MDKNV,Female,0,No,No,15,Yes,No,top up loan,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,105.1,1582.75,Yes,The Debit Card PIN reset process is very confusing.,Debit Card,
2424-WVHPL,Male,1,No,No,1,Yes,No,top up loan,No,No,No,Yes,No,No,Month-to-month,No,74.7,74.7,No,The Current Account balance alerts are very helpful.,Current Account,
9620-QJREV,Male,0,No,Yes,47,Yes,No,No,No,No,No,No,No,No,One year,No,20.55,1013.05,No,The Current Account management is very convenient.,Current Account,
2501-XWWTZ,Male,0,No,No,11,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,No,70.2,760.05,No,What is the maximum tenure for a Personal Loan?,Loans,
2719-BDAQO,Male,0,No,No,17,Yes,No,top up loan,Yes,No,No,No,Yes,Yes,Month-to-month,No,93.85,1625.65,Yes,The daily withdrawal limit on my Debit Card is too low.,Debit Cards,
5149-TGWDZ,Female,0,No,No,21,Yes,No,top up loan,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,104.55,2239.4,No,My Debit Card is not working internationally.,Debit Card,
3643-AHCFP,Male,1,Yes,No,7,Yes,Yes,top up loan,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.6,644.35,Yes,The mobile banking app does not support my device.,Mobile Banking,
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,24.6,1266.4,No,The online banking transactions are very secure.,Online Banking,
8713-IGZSO,Male,0,No,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,24.85,62,No,I am pleased with the quick approval of my Loan.,Loans,
3900-AQPHZ,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,19.9,19.9,Yes,The branch does not have enough staff.,Branch Service,
6641-XRPSU,Female,0,No,No,34,Yes,No,top up loan,No,No,No,No,No,No,Month-to-month,Yes,70,2416.1,Yes,The loan disbursement process is very slow.,Loans,
1764-VUUMT,Male,0,No,Yes,66,Yes,No,No,No,No,No,No,No,No,Two year,No,19.95,1269.1,No,The mobile banking app does not have enough features.,Mobile Banking,
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,general loan,Yes,No,Yes,Yes,No,No,Two year,No,66.85,4758.8,No,The mobile app does not support my device.,Mobile Banking,
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,top up loan,No,Yes,Yes,No,No,No,Month-to-month,No,82.05,2570.2,No,How do I get a cheque book for my Current Account?,Current Account,
0678-RLHVP,Female,0,No,No,53,Yes,Yes,top up loan,No,Yes,Yes,No,Yes,Yes,Two year,No,105.55,5682.25,No,My Debit Card is not working for contactless payments.,Debit Card,
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,25.4,25.4,No,The online banking customer support is very helpful.,Online Banking,
3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,Two year,No,24.95,894.3,No,I am happy with the complimentary insurance on my Credit Card.,Credit Card,
5173-WXOQV,Male,0,Yes,No,2,Yes,No,general loan,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,64.2,143.65,No,I am satisfied with the easy account management for my Current Account.,Current Account,
8919-FYFQZ,Male,1,Yes,No,44,No,No,general loan,No,Yes,No,No,No,No,Month-to-month,Yes,30.35,1359.7,Yes,The mobile banking app does not support my device.,Mobile Banking,
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,top up loan,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,112.6,8126.65,No,The loan documentation process is very complicated.,Loans,
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,top up loan,No,No,Yes,No,Yes,Yes,Month-to-month,No,95.15,1779.95,Yes,My Debit Card frequently gets declined at ATMs.,Debit Cards,
